timestamp_s,resp_phase,subject_id,session_id,presence,label,breath_rpm,range_m,quality,signal_source,device_id
0.0000,-0.680000,S001,S001_NORMAL_D12,1,NORMAL_D12,20.00,1.3202,,MR60BHA2_breath_phase,safenest-node-01
0.1000,-0.600000,S001,S001_NORMAL_D12,1,NORMAL_D12,20.00,1.3202,,MR60BHA2_breath_phase,safenest-node-01
0.2000,-0.500000,S001,S001_NORMAL_D12,1,NORMAL_D12,19.00,1.3202,,MR60BHA2_breath_phase,safenest-node-01
0.3000,-0.450000,S001,S001_NORMAL_D12,1,NORMAL_D12,19.00,1.3202,,MR60BHA2_breath_phase,safenest-node-01
0.4000,-0.330000,S001,S001_NORMAL_D12,1,NORMAL_D12,19.00,1.3202,,MR60BHA2_breath_phase,safenest-node-01
0.5000,-0.280000,S001,S001_NORMAL_D12,1,NORMAL_D12,19.00,1.3202,,MR60BHA2_breath_phase,safenest-node-01
0.6000,-0.160000,S001,S001_NORMAL_D12,1,NORMAL_D12,19.00,1.3202,,MR60BHA2_breath_phase,safenest-node-01
0.7000,-0.060000,S001,S001_NORMAL_D12,1,NORMAL_D12,18.00,1.3202,,MR60BHA2_breath_phase,safenest-node-01
0.8010,0.030000,S001,S001_NORMAL_D12,1,NORMAL_D12,18.00,1.3202,,MR60BHA2_breath_phase,safenest-node-01
0.9010,0.060000,S001,S001_NORMAL_D12,1,NORMAL_D12,18.00,1.3202,,MR60BHA2_breath_phase,safenest-node-01
1.0010,0.120000,S001,S001_NORMAL_D12,1,NORMAL_D12,18.00,1.3202,,MR60BHA2_breath_phase,safenest-node-01
1.1010,0.140000,S001,S001_NORMAL_D12,1,NORMAL_D12,18.00,1.3202,,MR60BHA2_breath_phase,safenest-node-01
1.2010,0.170000,S001,S001_NORMAL_D12,1,NORMAL_D12,18.00,1.3202,,MR60BHA2_breath_phase,safenest-node-01
1.3010,0.180000,S001,S001_NORMAL_D12,1,NORMAL_D12,17.00,1.3202,,MR60BHA2_breath_phase,safenest-node-01
