timestamp_s,resp_phase,subject_id,session_id,presence,label,breath_rpm,range_m,quality,signal_source,device_id
0.0000,-0.140000,S001,S001_BREATH_PACED_12_01,1,BREATH_PACED_12,14.00,0.9184,,MR60BHA2_breath_phase,safenest-node-01
0.1000,0.030000,S001,S001_BREATH_PACED_12_01,1,BREATH_PACED_12,14.00,0.9184,,MR60BHA2_breath_phase,safenest-node-01
0.2000,0.230000,S001,S001_BREATH_PACED_12_01,1,BREATH_PACED_12,14.00,0.9184,,MR60BHA2_breath_phase,safenest-node-01
0.3010,0.430000,S001,S001_BREATH_PACED_12_01,1,BREATH_PACED_12,14.00,0.9184,,MR60BHA2_breath_phase,safenest-node-01
0.4010,0.530000,S001,S001_BREATH_PACED_12_01,1,BREATH_PACED_12,15.00,0.9184,,MR60BHA2_breath_phase,safenest-node-01
0.5010,0.630000,S001,S001_BREATH_PACED_12_01,1,BREATH_PACED_12,15.00,0.9184,,MR60BHA2_breath_phase,safenest-node-01
0.6010,0.790000,S001,S001_BREATH_PACED_12_01,1,BREATH_PACED_12,15.00,0.9184,,MR60BHA2_breath_phase,safenest-node-01
0.7010,0.900000,S001,S001_BREATH_PACED_12_01,1,BREATH_PACED_12,15.00,0.9184,,MR60BHA2_breath_phase,safenest-node-01
0.8010,0.940000,S001,S001_BREATH_PACED_12_01,1,BREATH_PACED_12,15.00,0.9184,,MR60BHA2_breath_phase,safenest-node-01
0.9010,0.940000,S001,S001_BREATH_PACED_12_01,1,BREATH_PACED_12,15.00,0.9184,,MR60BHA2_breath_phase,safenest-node-01
1.0010,0.890000,S001,S001_BREATH_PACED_12_01,1,BREATH_PACED_12,16.00,0.9184,,MR60BHA2_breath_phase,safenest-node-01
1.1010,0.850000,S001,S001_BREATH_PACED_12_01,1,BREATH_PACED_12,16.00,0.9184,,MR60BHA2_breath_phase,safenest-node-01
1.2010,0.720000,S001,S001_BREATH_PACED_12_01,1,BREATH_PACED_12,16.00,0.9184,,MR60BHA2_breath_phase,safenest-node-01
1.3010,0.550000,S001,S001_BREATH_PACED_12_01,1,BREATH_PACED_12,16.00,0.9184,,MR60BHA2_breath_phase,safenest-node-01
1.4010,0.460000,S001,S001_BREATH_PACED_12_01,1,BREATH_PACED_12,16.00,0.9184,,MR60BHA2_breath_phase,safenest-node-01
1.5010,0.260000,S001,S001_BREATH_PACED_12_01,1,BREATH_PACED_12,16.00,0.9184,,MR60BHA2_breath_phase,safenest-node-01
1.6010,0.160000,S001,S001_BREATH_PACED_12_01,1,BREATH_PACED_12,16.00,0.9184,,MR60BHA2_breath_phase,safenest-node-01
1.7010,-0.040000,S001,S001_BREATH_PACED_12_01,1,BREATH_PACED_12,16.00,0.9184,,MR60BHA2_breath_phase,safenest-node-01
1.8010,-0.230000,S001,S001_BREATH_PACED_12_01,1,BREATH_PACED_12,17.00,0.9184,,MR60BHA2_breath_phase,safenest-node-01
1.9020,-0.310000,S001,S001_BREATH_PACED_12_01,1,BREATH_PACED_12,17.00,0.9184,,MR60BHA2_breath_phase,safenest-node-01
2.0020,-0.450000,S001,S001_BREATH_PACED_12_01,1,BREATH_PACED_12,17.00,0.9184,,MR60BHA2_breath_phase,safenest-node-01
2.1020,-0.500000,S001,S001_BREATH_PACED_12_01,1,BREATH_PACED_12,17.00,0.9184,,MR60BHA2_breath_phase,safenest-node-01
2.2020,-0.580000,S001,S001_BREATH_PACED_12_01,1,BREATH_PACED_12,17.00,0.9184,,MR60BHA2_breath_phase,safenest-node-01
2.3020,-0.620000,S001,S001_BREATH_PACED_12_01,1,BREATH_PACED_12,17.00,0.9184,,MR60BHA2_breath_phase,safenest-node-01
2.4020,-0.630000,S001,S001_BREATH_PACED_12_01,1,BREATH_PACED_12,18.00,0.9184,,MR60BHA2_breath_phase,safenest-node-01
2.5020,-0.630000,S001,S001_BREATH_PACED_12_01,1,BREATH_PACED_12,18.00,0.9184,,MR60BHA2_breath_phase,safenest-node-01
2.6020,-0.600000,S001,S001_BREATH_PACED_12_01,1,BREATH_PACED_12,18.00,0.9184,,MR60BHA2_breath_phase,safenest-node-01
2.7020,-0.580000,S001,S001_BREATH_PACED_12_01,1,BREATH_PACED_12,18.00,0.9184,,MR60BHA2_breath_phase,safenest-node-01
2.8020,-0.520000,S001,S001_BREATH_PACED_12_01,1,BREATH_PACED_12,19.00,0.9184,,MR60BHA2_breath_phase,safenest-node-01
2.9020,-0.470000,S001,S001_BREATH_PACED_12_01,1,BREATH_PACED_12,19.00,0.9184,,MR60BHA2_breath_phase,safenest-node-01
3.0020,-0.440000,S001,S001_BREATH_PACED_12_01,1,BREATH_PACED_12,19.00,0.9184,,MR60BHA2_breath_phase,safenest-node-01
