timestamp_s,resp_phase,subject_id,session_id,presence,label,breath_rpm,range_m,quality,signal_source,device_id
0.0000,-0.140000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,,0.5740,,MR60BHA2_breath_phase,safenest-node-01
0.1000,-0.140000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,,0.5740,,MR60BHA2_breath_phase,safenest-node-01
0.2000,-0.130000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,,0.5740,,MR60BHA2_breath_phase,safenest-node-01
0.3000,-0.100000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,1.00,0.5740,,MR60BHA2_breath_phase,safenest-node-01
0.4010,-0.060000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,1.00,0.5740,,MR60BHA2_breath_phase,safenest-node-01
0.5010,-0.040000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,1.00,0.5740,,MR60BHA2_breath_phase,safenest-node-01
0.6020,0.010000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,1.00,0.5740,,MR60BHA2_breath_phase,safenest-node-01
0.7020,0.040000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,1.00,0.5740,,MR60BHA2_breath_phase,safenest-node-01
0.8020,0.090000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,1.00,0.5740,,MR60BHA2_breath_phase,safenest-node-01
0.9020,0.140000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,1.00,0.5740,,MR60BHA2_breath_phase,safenest-node-01
1.0020,0.160000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,1.00,0.5740,,MR60BHA2_breath_phase,safenest-node-01
1.1020,0.200000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,1.00,0.5740,,MR60BHA2_breath_phase,safenest-node-01
1.2020,0.220000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,1.00,0.5740,,MR60BHA2_breath_phase,safenest-node-01
1.3020,0.240000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,1.00,0.5740,,MR60BHA2_breath_phase,safenest-node-01
1.4020,0.250000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,2.00,0.5740,,MR60BHA2_breath_phase,safenest-node-01
1.5020,0.250000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,2.00,0.5740,,MR60BHA2_breath_phase,safenest-node-01
1.6020,0.240000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,3.00,0.5740,,MR60BHA2_breath_phase,safenest-node-01
1.7020,0.230000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,4.00,0.5740,,MR60BHA2_breath_phase,safenest-node-01
1.8020,0.210000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,5.00,0.5740,,MR60BHA2_breath_phase,safenest-node-01
1.9020,0.190000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,6.00,0.5740,,MR60BHA2_breath_phase,safenest-node-01
2.0020,0.170000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,6.00,0.5740,,MR60BHA2_breath_phase,safenest-node-01
2.1020,0.160000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,7.00,0.5740,,MR60BHA2_breath_phase,safenest-node-01
2.2020,0.150000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,8.00,0.5740,,MR60BHA2_breath_phase,safenest-node-01
2.3020,0.150000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,8.00,0.5740,,MR60BHA2_breath_phase,safenest-node-01
2.4020,0.160000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,8.00,0.5740,,MR60BHA2_breath_phase,safenest-node-01
2.5020,0.150000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,8.00,0.5740,,MR60BHA2_breath_phase,safenest-node-01
2.6020,0.140000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,9.00,0.5740,,MR60BHA2_breath_phase,safenest-node-01
2.7020,0.130000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,9.00,0.5740,,MR60BHA2_breath_phase,safenest-node-01
2.8020,0.100000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,9.00,0.5740,,MR60BHA2_breath_phase,safenest-node-01
2.9020,0.050000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,9.00,0.5740,,MR60BHA2_breath_phase,safenest-node-01
3.0020,0.020000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,9.00,0.5740,,MR60BHA2_breath_phase,safenest-node-01
3.1020,-0.050000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,10.00,0.5740,,MR60BHA2_breath_phase,safenest-node-01
3.2020,-0.100000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,10.00,0.5740,,MR60BHA2_breath_phase,safenest-node-01
3.3020,-0.190000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,10.00,0.5740,,MR60BHA2_breath_phase,safenest-node-01
3.4020,-0.300000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,10.00,0.5740,,MR60BHA2_breath_phase,safenest-node-01
3.5030,-0.400000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,11.00,0.5740,,MR60BHA2_breath_phase,safenest-node-01
3.6030,-0.450000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,11.00,0.5740,,MR60BHA2_breath_phase,safenest-node-01
3.7030,-0.540000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,11.00,0.5740,,MR60BHA2_breath_phase,safenest-node-01
3.8030,-0.570000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,11.00,0.5740,,MR60BHA2_breath_phase,safenest-node-01
3.9030,-0.600000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,12.00,0.5740,,MR60BHA2_breath_phase,safenest-node-01
4.0030,-0.590000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,12.00,0.5740,,MR60BHA2_breath_phase,safenest-node-01
4.1030,-0.560000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,12.00,0.5740,,MR60BHA2_breath_phase,safenest-node-01
4.2030,-0.460000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,13.00,0.5740,,MR60BHA2_breath_phase,safenest-node-01
4.3030,-0.390000,S001,S001_ENTRY_EXIT_10,1,PRESENCE_TRANSITION,13.00,0.5740,,MR60BHA2_breath_phase,safenest-node-01
